,NomeCidade,MediaSalarialGeral,SalMed_ExecGeral,SalMed_GerenteIntGeral,SalMed_FuncGeral,SalMed_TrabalhadorGeral
4282,Cayeux-sur-Mer,11.0,21.7,14.1,9.8,9.4
4283,Corbie,12.5,21.7,13.6,10.1,11.5
4284,Doullens,11.8,20.4,13.8,9.8,11.0
4285,Feuquières-en-Vimeu,12.3,28.3,13.9,10.3,10.4
4286,Flesselles,13.5,22.7,14.2,10.9,11.5
4287,Flixecourt,11.2,18.5,13.7,9.4,10.6
4288,Fressenneville,11.6,23.6,14.7,10.2,10.5
4289,Friville-Escarbotin,11.2,22.7,13.9,9.8,10.1
4290,Gamaches,11.4,25.6,13.7,9.9,10.5
4291,Ham,11.6,19.7,14.5,9.9,11.0
4292,Longueau,13.2,20.6,14.2,10.6,12.3
4293,Mers-les-Bains,12.0,23.6,13.7,10.1,11.2
4294,Montdidier,11.8,22.1,14.1,9.9,10.9
4295,Moreuil,12.6,20.6,13.7,10.5,11.4
4296,Nesle,12.3,22.8,15.5,9.8,10.7
4297,Péronne,11.9,23.6,13.9,9.9,10.3
4298,Poix-de-Picardie,11.8,21.1,13.8,10.5,10.3
4299,Pont-de-Metz,15.0,25.3,14.2,11.1,11.0
4300,Rivery,13.2,21.2,14.4,10.3,11.0
4301,Rosières-en-Santerre,12.1,22.6,14.0,10.2,10.9
4302,Roye,11.9,21.6,14.9,9.7,10.8
4303,Rue,11.5,23.6,14.3,9.4,10.2
4304,Saint-Ouen,11.5,17.6,13.2,9.2,11.8
4305,Saint-Valery-sur-Somme,13.0,25.3,13.7,9.6,10.7
4306,Saleux,13.9,24.3,13.9,10.8,11.2
4307,Salouël,16.0,26.6,14.3,11.3,11.2
4308,Vignacourt,13.1,21.0,14.0,10.3,12.1
4309,Villers-Bretonneux,13.4,23.1,14.1,10.5,11.5
4310,Aiguefonde,11.6,20.3,13.3,9.9,10.5
4311,Albi,12.9,23.4,13.5,10.1,10.0
4312,Arthès,12.0,20.8,13.6,9.9,10.1
4313,Aussillon,11.7,21.9,13.5,9.9,10.4
4314,Blaye-les-Mines,10.3,21.1,12.4,9.5,9.0
4315,Brens,13.0,20.8,13.6,10.2,11.1
4316,Briatexte,11.6,21.5,12.9,9.6,10.3
4317,Cagnac-les-Mines,11.3,21.0,12.5,9.8,10.2
4318,Cambon,12.9,22.3,13.5,10.6,10.5
4319,Carmaux,11.1,21.0,13.7,9.8,9.5
4320,Castres,13.1,24.8,14.7,10.1,10.1
4321,Coufouleux,13.8,22.4,14.0,10.4,11.7
4322,Gaillac,12.5,22.4,13.4,10.0,10.5
4323,Graulhet,11.3,21.0,13.2,9.6,10.4
4324,Labruguière,11.6,20.3,13.9,9.8,10.3
4325,Lacaune,11.7,23.4,13.9,9.6,10.5
4326,Lavaur,13.3,24.0,14.3,10.2,10.2
4327,Lescure-d'Albigeois,12.2,21.2,13.8,10.0,10.4
4328,Lisle-sur-Tarn,13.0,22.8,14.5,10.0,11.0
4329,Marssac-sur-Tarn,12.9,22.5,13.8,10.1,10.6
4330,Mazamet,11.7,23.9,12.9,9.9,10.1
4331,Montredon-Labessonnié,11.4,21.0,13.1,10.0,10.0
4332,Payrin-Augmontel,12.3,21.4,14.0,10.1,10.5
4333,Pont-de-Larn,12.8,24.8,13.3,10.3,10.9
4334,Puygouzon,14.9,25.0,14.6,10.6,11.0
4335,Puylaurens,12.9,23.7,13.6,10.2,10.6
4336,Rabastens,14.2,23.2,14.4,10.2,11.1
4337,Réalmont,11.8,21.7,13.2,9.8,10.2
4338,Roquecourbe,11.3,19.4,14.1,9.9,10.3
4339,Saint-Benoît-de-Carmaux,10.7,18.8,12.2,9.5,10.1
4340,Saint-Juéry,11.6,21.0,13.0,9.8,10.5
4341,Saint-Sulpice-la-Pointe,14.2,21.6,14.4,10.8,11.6
4342,Saïx,13.7,23.1,17.9,9.9,10.8
4343,Sémalens,12.9,25.4,13.8,10.0,10.6
4344,Sorèze,12.7,23.9,14.6,10.1,10.4
4345,Soual,12.0,23.0,15.5,10.0,9.7
4346,Albias,11.8,22.2,13.4,9.8,10.1
4347,Beaumont-de-Lomagne,11.7,24.1,12.8,10.1,10.1
4348,Bressols,12.9,21.6,14.0,10.1,10.9
4349,Castelsarrasin,12.0,23.8,14.2,9.8,10.2
4350,Caussade,11.5,22.5,13.2,9.6,10.2
4351,Grisolles,13.3,22.0,14.2,10.5,10.8
4352,Labastide-Saint-Pierre,12.8,22.0,14.2,10.4,10.8
4353,Lafrançaise,12.1,21.8,13.9,10.1,10.6
4354,La Ville-Dieu-du-Temple,11.1,19.4,13.8,9.3,10.1
4355,Moissac,12.1,22.8,14.7,9.8,10.1
4356,Montauban,12.8,23.4,13.9,10.1,10.3
4357,Montbeton,12.6,22.1,14.5,10.2,10.7
4358,Montech,12.7,22.7,14.2,10.3,10.7
4359,Nègrepelisse,11.8,22.0,13.6,9.9,10.5
4360,Saint-Étienne-de-Tulmont,11.8,20.0,14.0,9.5,10.3
4361,Saint-Nicolas-de-la-Grave,12.2,23.5,14.4,9.8,10.6
4362,Septfonds,12.0,24.9,14.2,9.8,10.4
4363,Valence,12.7,26.5,15.9,9.5,10.2
4364,Verdun-sur-Garonne,13.3,22.8,14.0,10.3,11.1
4365,Les Adrets-de-l'Estérel,16.6,26.4,16.3,11.8,11.8
4366,Les Arcs,12.4,21.6,14.1,10.5,10.7
4367,Aups,12.0,23.4,16.7,9.8,9.8
4368,Bagnols-en-Forêt,13.8,24.1,15.3,10.4,11.2
4369,Bandol,14.7,26.3,15.3,10.6,11.3
4370,Barjols,11.8,20.8,13.5,9.8,10.4
4371,Le Beausset,14.9,24.1,15.1,10.5,11.6
4372,Belgentier,13.0,21.2,14.0,10.3,11.1
4373,Besse-sur-Issole,12.9,21.4,14.5,10.5,11.0
4374,Bormes-les-Mimosas,12.8,24.6,15.0,10.3,11.0
4375,Bras,14.2,24.6,14.6,11.3,11.5
4376,Brignoles,12.1,22.4,14.0,10.0,10.4
4377,La Cadière-d'Azur,17.3,29.4,16.1,11.2,11.6
4378,Callian,16.1,26.5,17.0,10.7,13.9
4379,Le Cannet-des-Maures,12.4,23.0,14.5,10.1,10.9
4380,Carcès,12.1,22.6,13.6,9.4,10.3
4381,Carnoules,12.0,20.6,13.3,10.2,10.8
4382,Carqueiranne,15.8,30.3,14.8,10.8,11.1
4383,Le Castellet,14.1,25.0,14.5,10.5,11.3
4384,Cavalaire-sur-Mer,11.8,21.0,13.8,10.0,10.9
4385,Cogolin,11.9,22.3,14.2,10.5,11.0
4386,Cotignac,12.8,28.0,13.9,10.1,10.2
4387,La Crau,12.8,21.7,14.3,10.3,10.7
4388,La Croix-Valmer,13.0,26.8,14.5,11.0,11.0
4389,Cuers,12.7,22.6,13.7,10.2,10.9
4390,Draguignan,12.2,23.2,13.7,10.2,10.4
4391,Évenos,15.0,26.0,14.9,10.6,11.8
4392,La Farlède,13.1,23.5,13.8,10.5,10.7
4393,Fayence,13.7,26.0,14.5,10.4,11.4
4394,Figanières,12.4,22.9,14.4,10.0,10.6
4395,Flassans-sur-Issole,12.5,23.8,14.3,10.1,10.5
4396,Flayosc,12.7,22.0,14.0,10.4,10.4
4397,Forcalqueiret,13.3,24.9,14.3,9.8,11.3
4398,Fréjus,12.7,24.0,14.4,10.2,10.9
4399,La Garde,12.8,23.3,13.8,10.2,10.6
4400,Garéoult,13.5,23.4,14.9,10.4,10.5
4401,Gassin,14.4,31.2,14.7,11.0,12.1
4402,Gonfaron,12.0,20.0,14.3,9.9,10.7
4403,Grimaud,12.7,24.1,15.2,10.7,11.1
4404,Hyères,12.6,23.8,13.8,10.1,10.5
4405,Le Lavandou,11.6,21.4,14.0,10.0,10.7
4406,La Londe-les-Maures,12.7,23.3,14.2,10.1,10.8
4407,Lorgues,12.7,25.1,13.9,10.1,10.7
4408,Le Luc,11.8,22.1,13.9,9.9,10.6
4409,Méounes-lès-Montrieux,13.9,25.2,14.2,10.5,11.1
4410,Montauroux,15.3,24.8,15.6,10.9,11.2
4411,La Motte,14.0,27.1,15.1,10.5,10.8
4412,Le Muy,12.1,23.6,13.7,10.2,10.4
4413,Nans-les-Pins,14.7,25.5,15.1,10.6,11.9
4414,Néoules,13.4,24.0,14.3,10.2,11.0
4415,Ollioules,13.6,24.5,13.9,10.4,10.7
4416,Pierrefeu-du-Var,13.1,23.5,14.5,10.7,10.8
4417,Pignans,12.3,22.8,13.4,10.3,10.9
4418,Le Plan-de-la-Tour,12.8,24.3,13.5,10.7,10.8
4419,Pourrières,16.2,25.2,15.2,10.7,12.4
4420,Le Pradet,13.7,25.0,13.8,10.3,10.3
4421,Puget-sur-Argens,12.5,22.5,14.4,10.5,10.7
4422,Puget-Ville,12.6,21.7,14.1,10.7,10.6
4423,Ramatuelle,15.4,37.9,13.9,11.4,11.5
4424,Régusse,12.2,22.4,13.5,9.6,11.0
4425,Le Revest-les-Eaux,14.5,23.7,14.6,11.1,11.7
4426,Rians,13.9,23.0,14.3,10.4,11.2
4427,Rocbaron,13.2,22.3,14.1,10.4,11.3
4428,Roquebrune-sur-Argens,13.3,23.4,15.5,10.5,10.8
4429,La Roquebrussanne,12.6,21.9,14.2,9.9,11.1
4430,Saint-Cyr-sur-Mer,15.1,25.7,14.7,10.7,11.8
4431,Saint-Julien,14.0,23.7,15.5,10.0,11.5
4432,Sainte-Maxime,12.3,23.0,14.2,10.4,11.0
4433,Saint-Maximin-la-Sainte-Baume,14.4,24.1,14.8,10.6,11.6
4434,Saint-Raphaël,13.3,24.6,14.4,10.5,10.8
4435,Saint-Tropez,14.3,25.4,16.9,12.1,12.2
4436,Saint-Zacharie,15.4,26.0,15.2,11.0,12.3
4437,Salernes,11.9,23.0,13.7,10.1,10.5
4438,Sanary-sur-Mer,14.7,26.6,14.3,10.4,10.9
4439,Seillans,13.4,25.3,14.1,10.5,11.5
4440,Seillons-Source-d'Argens,14.4,23.2,15.0,10.6,11.3
4441,La Seyne-sur-Mer,12.3,22.0,13.7,9.9,10.8
4442,Signes,13.4,24.0,14.6,10.5,11.3
4443,Six-Fours-les-Plages,13.6,23.5,14.2,10.2,11.1
4444,Solliès-Pont,12.7,22.4,13.8,10.3,10.5
4445,Solliès-Toucas,13.5,22.6,13.9,10.5,11.1
4446,Solliès-Ville,13.9,24.0,14.6,10.5,10.4
4447,Le Thoronet,13.5,22.7,15.6,10.2,10.9
4448,Toulon,12.6,22.3,14.3,10.0,10.4
4449,Tourrettes,13.7,26.9,15.1,10.5,11.1
4450,Tourves,13.5,26.3,14.4,10.2,11.1
4451,Trans-en-Provence,13.2,23.4,15.0,10.4,10.7
4452,Le Val,12.8,22.6,14.4,10.2,10.5
4453,La Valette-du-Var,13.0,22.3,13.7,10.3,10.8
4454,Vidauban,12.2,22.1,13.9,9.9,10.8
4455,Vinon-sur-Verdon,14.6,24.2,15.1,10.6,11.9
4456,Saint-Mandrier-sur-Mer,13.1,23.1,13.7,9.8,10.9
4457,Althen-des-Paluds,14.4,23.4,14.9,11.0,11.7
4458,Apt,11.5,21.6,13.1,10.1,10.3
4459,Aubignan,13.0,23.0,14.5,10.4,10.6
4460,Avignon,12.3,22.3,13.6,10.0,10.3
4461,Beaumes-de-Venise,12.6,22.5,13.4,10.0,10.3
4462,Bédarrides,12.9,22.9,14.7,10.4,11.1
4463,Bédoin,12.6,22.7,14.2,10.1,10.7
4464,Bollène,13.2,22.0,16.2,10.0,10.8
4465,Cadenet,13.3,24.7,14.1,10.0,10.9
4466,Caderousse,14.2,22.5,15.7,10.6,11.2
4467,Camaret-sur-Aigues,13.3,23.7,14.5,10.5,10.6
4468,Caromb,13.1,24.7,14.4,10.8,10.6
4469,Carpentras,11.9,23.7,13.5,9.9,10.2
4470,Caumont-sur-Durance,14.0,23.2,15.5,10.8,11.0
4471,Cavaillon,11.6,23.2,13.5,10.0,9.9
4472,Châteauneuf-de-Gadagne,14.3,23.3,14.6,10.7,10.7
4473,Châteauneuf-du-Pape,13.7,23.5,14.9,10.5,11.4
4474,Cheval-Blanc,13.6,24.7,14.3,10.6,10.7
4475,Courthézon,12.7,23.4,14.2,10.2,11.0
4476,Entraigues-sur-la-Sorgue,12.9,22.8,14.1,10.3,11.1
4477,Gargas,12.1,22.2,13.2,10.2,11.1
4478,Gordes,15.1,29.2,14.3,10.9,10.4
4479,L'Isle-sur-la-Sorgue,13.1,24.5,14.2,10.0,10.6
4480,Jonquières,12.6,23.4,14.3,10.0,10.9
4481,Lapalud,12.7,22.1,15.5,10.5,10.4
4482,Lauris,13.9,25.3,14.4,10.3,11.0
4483,Loriol-du-Comtat,13.4,24.1,14.5,10.4,10.8
4484,Malaucène,11.4,18.4,13.5,9.5,10.5
4485,Mazan,13.1,24.0,14.2,10.0,10.8
4486,Mondragon,13.4,22.1,16.3,10.3,11.3
4487,Monteux,12.4,23.0,13.6,10.2,10.9
4488,Morières-lès-Avignon,13.7,23.2,14.9,10.6,10.8
4489,Mornas,13.9,25.2,15.7,10.5,11.1
4490,Orange,12.8,23.9,14.5,10.1,10.5
4491,Pernes-les-Fontaines,14.4,26.4,14.7,10.7,11.1
4492,Pertuis,14.0,23.9,14.1,10.2,11.0
4493,Piolenc,13.6,24.4,14.5,10.8,10.9
4494,Le Pontet,12.4,21.7,14.5,10.2,10.7
4495,Robion,13.0,23.6,14.5,10.3,10.1
4496,Sainte-Cécile-les-Vignes,13.1,23.7,14.8,10.4,11.1
4497,Saint-Didier,15.5,31.4,14.0,10.5,11.8
4498,Saint-Saturnin-lès-Apt,13.1,22.8,13.7,10.4,11.4
4499,Saint-Saturnin-lès-Avignon,14.8,24.0,15.1,11.0,11.1
4500,Sarrians,12.4,22.7,13.5,10.2,10.5
4501,Sérignan-du-Comtat,14.3,25.9,15.4,10.6,10.9
4502,Sorgues,12.2,21.3,14.2,10.2,10.8
4503,Le Thor,13.6,23.8,14.7,10.6,10.8
4504,La Tour-d'Aigues,15.2,26.5,14.8,10.5,10.9
4505,Vaison-la-Romaine,12.4,22.5,14.0,9.6,10.4
4506,Valréas,11.7,22.6,13.7,9.5,10.5
4507,Vedène,13.3,22.6,14.6,10.6,11.0
4508,Velleron,14.7,25.9,14.9,10.4,12.1
4509,Villelaure,15.2,25.3,14.8,10.5,11.4
4510,L'Aiguillon-sur-Mer,10.9,19.6,13.2,9.5,9.9
4511,Aizenay,11.9,23.1,13.1,10.1,10.4
4512,Angles,11.6,23.1,13.8,9.6,11.7
4513,Aubigny,12.2,20.3,13.8,10.2,10.8
4514,La Barre-de-Monts,10.8,19.5,12.4,9.6,10.3
4515,Beaulieu-sous-la-Roche,11.7,21.1,13.7,9.9,10.4
4516,Beaurepaire,12.1,26.3,13.2,10.3,10.6
4517,Beauvoir-sur-Mer,11.2,24.6,13.6,9.6,10.4
4518,Belleville-sur-Vie,12.8,22.9,13.9,10.4,10.9
4519,Benet,13.5,23.4,14.0,10.5,11.2
4520,La Boissière-de-Montaigu,11.7,22.2,13.4,10.4,10.6
4521,Boufféré,13.1,21.2,13.4,10.8,10.9
4522,Bouin,11.4,24.0,12.5,9.5,10.5
4523,Le Boupère,11.5,22.6,13.1,10.1,10.6
4524,Bournezeau,11.8,21.9,13.0,10.2,10.7
4525,Bretignolles-sur-Mer,12.3,22.0,14.4,10.0,10.9
4526,Les Brouzils,11.8,20.9,13.3,10.4,10.6
4527,La Bruffière,11.5,20.0,13.2,10.2,10.7
4528,La Chaize-le-Vicomte,12.0,20.7,13.6,10.5,10.5
4529,Challans,12.1,23.7,13.7,10.0,10.4
4530,Chantonnay,11.5,21.7,13.4,9.7,10.7
4531,La Châtaigneraie,11.4,31.0,12.6,9.6,10.0
4532,Château-d'Olonne,12.6,24.0,13.9,10.0,10.8
4533,Chauché,11.4,21.5,13.2,10.2,10.6
4534,Chavagnes-en-Paillers,11.5,21.2,13.1,10.3,10.5
4535,Les Clouzeaux,13.2,25.9,13.9,10.5,11.2
4536,Coëx,11.3,23.2,12.8,9.8,10.5
4537,Commequiers,11.0,20.7,13.1,9.6,10.2
4538,Cugand,13.3,22.2,14.4,10.6,11.2
4539,Dompierre-sur-Yon,12.9,23.7,13.7,10.7,10.8
4540,Les Epesses,11.4,19.1,13.0,10.0,10.5
4541,Les Essarts,11.7,21.4,13.5,9.2,10.6
4542,Le Fenouiller,12.2,22.7,14.6,10.1,10.9
4543,La Ferrière,12.2,21.6,13.7,10.3,10.7
4544,La Flocellière,11.6,22.6,13.0,10.0,10.6
4545,Fontenay-le-Comte,11.9,23.0,13.8,10.1,9.7
4546,La Garnache,11.7,21.4,14.0,9.8,10.4
4547,La Gaubretière,11.3,23.2,13.0,9.8,10.2
4548,Givrand,12.0,23.4,13.4,10.1,10.9
4549,Grosbreuil,11.7,20.9,13.0,9.9,11.0
4550,La Guyonnière,12.1,22.2,13.8,10.2,10.6
4551,L'Herbergement,12.3,22.1,13.6,10.6,10.6
4552,Les Herbiers,12.3,22.6,13.4,10.3,10.4
4553,L'Île-d'Olonne,12.2,24.6,12.8,9.8,11.3
4554,L'Île-d'Yeu,11.8,21.6,12.7,9.7,11.3
4555,Jard-sur-Mer,12.3,26.6,13.6,9.9,9.9
4556,Landeronde,12.7,25.5,13.8,10.7,10.7
4557,Les Landes-Genusson,11.7,21.9,13.3,9.9,10.6
4558,Longeville-sur-Mer,11.5,22.2,13.6,9.8,10.0
4559,Luçon,11.9,22.8,13.9,9.6,10.5
4560,Les Lucs-sur-Boulogne,11.9,22.0,13.4,10.2,10.8
4561,Mareuil-sur-Lay-Dissais,11.7,20.4,13.6,10.0,10.7
4562,Montaigu,13.1,23.9,13.8,10.6,10.4
4563,Mortagne-sur-Sèvre,12.3,22.2,13.6,10.3,10.8
4564,La Mothe-Achard,11.5,20.7,13.3,10.0,10.5
4565,Mouchamps,11.6,22.0,13.1,9.9,10.6
4566,Mouilleron-le-Captif,13.7,22.9,14.7,10.9,10.9
4567,Nalliers,11.2,20.5,13.6,9.9,10.8
4568,Nesmy,12.6,23.1,13.7,10.2,10.9
4569,Nieul-le-Dolent,11.4,18.3,13.6,10.1,10.5
4570,Noirmoutier-en-l'Île,11.7,26.8,13.4,9.6,10.5
4571,Olonne-sur-Mer,12.8,25.0,14.2,10.1,10.5
4572,Le Poiré-sur-Vie,13.0,24.5,14.4,10.6,10.9
4573,Pouzauges,12.0,22.2,13.3,10.2,10.8
4574,Rocheservière,12.1,21.3,13.3,10.0,10.6
4575,La Roche-sur-Yon,12.7,23.0,13.5,10.4,10.2
4576,Les Sables-d'Olonne,13.0,25.1,13.8,10.1,10.1
4577,Saint-Christophe-du-Ligneron,11.2,21.8,13.3,9.7,10.4
4578,Saint-Denis-la-Chevasse,11.8,22.1,13.2,10.2,10.7
4579,Saint-Étienne-du-Bois,11.2,20.0,13.1,9.7,10.3
4580,Sainte-Flaive-des-Loups,12.1,22.3,13.6,10.1,10.9
4581,Saint-Florent-des-Bois,11.8,20.6,13.7,10.4,10.6
4582,Saint-Fulgent,11.6,21.7,13.3,10.2,10.6
4583,Sainte-Gemme-la-Plaine,11.3,21.0,13.6,9.6,10.3
4584,Saint-Georges-de-Montaigu,12.8,24.2,13.6,10.4,11.0
4585,Saint-Gervais,11.3,21.7,13.5,10.0,10.5
4586,Saint-Gilles-Croix-de-Vie,12.6,24.9,13.4,9.9,10.5
4587,Sainte-Hermine,11.5,24.6,13.2,9.8,10.4
4588,Saint-Hilaire-de-Loulay,12.2,21.3,13.4,10.3,10.8
4589,Saint-Hilaire-de-Riez,12.3,23.8,13.8,9.8,10.5
4590,Saint-Jean-de-Monts,12.0,22.7,13.6,9.9,10.4
4591,Saint-Laurent-sur-Sèvre,12.2,22.0,13.0,10.0,10.6
4592,Brem-sur-Mer,11.5,20.9,13.3,9.9,10.3
4593,Saint-Martin-des-Noyers,11.4,21.3,12.7,10.1,10.6
4594,Saint-Mathurin,11.7,21.7,13.5,9.9,10.6
4595,Saint-Michel-Mont-Mercure,11.2,22.8,12.8,9.8,10.4
4596,Saint-Philbert-de-Bouaine,11.7,20.1,13.4,10.3,10.8
4597,Sallertaine,11.7,24.2,13.1,9.8,10.5
4598,Soullans,12.2,25.4,13.9,9.9,10.6
4599,Talmont-Saint-Hilaire,12.2,24.7,13.6,9.9,10.8
4600,La Tranche-sur-Mer,12.3,22.8,13.2,9.9,10.7
4601,Treize-Septiers,11.9,23.4,13.2,10.2,10.6
4602,Venansault,12.9,23.2,14.1,10.8,10.9
4603,La Verrie,11.7,22.7,13.3,10.2,10.2
4604,Bonneuil-Matours,13.2,23.8,14.4,10.0,10.8
4605,Buxerolles,13.2,22.1,13.9,10.4,10.6
4606,Chasseneuil-du-Poitou,11.9,20.3,13.5,9.8,10.5
4607,Châtellerault,13.1,23.6,14.7,10.1,11.1
4608,Chauvigny,13.7,25.9,15.5,9.9,10.6
4609,Cissé,13.9,25.6,14.5,10.6,10.8
4610,Civray,11.3,22.7,13.5,9.3,10.3
4611,Dangé-Saint-Romain,12.1,21.4,14.2,9.9,11.2
4612,Dissay,12.4,21.4,14.2,10.3,10.6
4613,Fontaine-le-Comte,14.6,24.1,14.6,11.0,10.8
4614,Iteuil,12.5,21.0,14.0,10.4,10.6
4615,Jaunay-Clan,12.6,21.6,13.9,10.3,10.8
4616,Lencloître,11.9,26.4,14.1,9.9,11.0
4617,Ligugé,13.5,25.3,13.6,10.1,10.3
4618,Loudun,11.2,21.3,13.4,9.9,10.2
4619,Lusignan,11.8,20.6,12.8,10.4,10.4
4620,Lussac-les-Châteaux,12.9,25.3,16.8,9.6,9.7
4621,Mignaloux-Beauvoir,15.7,26.5,15.5,10.9,11.0
4622,Migné-Auxances,13.8,23.6,14.0,10.5,11.1
4623,Mirebeau,11.5,22.9,13.0,9.7,10.4
4624,Montamisé,14.5,22.4,14.6,11.1,11.1
4625,Montmorillon,12.4,23.4,15.2,9.9,10.2
4626,Naintré,12.7,22.5,14.5,10.1,11.3
4627,Neuville-de-Poitou,13.1,22.9,13.9,10.0,10.9
4628,Nieuil-l'Espoir,12.9,23.3,14.1,10.5,11.0
4629,Nouaillé-Maupertuis,14.6,24.0,15.2,10.6,11.1
4630,Poitiers,12.6,22.1,13.2,10.1,10.1
4631,Quinçay,13.7,22.2,13.5,11.4,11.0
4632,Rouillé,11.6,18.9,13.4,10.1,10.5
4633,Saint-Benoît,14.7,26.4,14.4,10.5,10.4
4634,Saint-Georges-lès-Baillargeaux,14.2,24.3,14.8,10.8,11.2
4635,Saint-Julien-l'Ars,13.0,22.7,14.1,10.6,10.5
4636,Valdivienne,13.3,25.7,15.8,9.9,10.7
4637,Scorbé-Clairvaux,12.7,23.1,14.0,10.3,11.3
4638,Smarves,13.1,22.9,14.2,10.5,10.6
4639,Thuré,13.5,24.0,15.4,10.7,11.8
4640,Vendeuvre-du-Poitou,12.9,26.3,13.7,10.2,11.0
4641,Vivonne,12.4,23.0,13.7,10.1,10.5
4642,Vouillé,12.8,22.5,13.4,10.3,11.3
4643,Vouneuil-sous-Biard,13.9,23.6,14.2,11.1,11.1
4644,Vouneuil-sur-Vienne,12.3,20.7,14.9,10.2,11.0
4645,Aixe-sur-Vienne,12.7,22.0,13.9,10.2,10.8
4646,Ambazac,12.3,21.5,13.7,9.9,11.0
4647,Bellac,10.9,20.8,13.9,9.9,9.8
4648,Bessines-sur-Gartempe,12.2,22.9,13.5,9.9,10.7
4649,Boisseuil,15.0,24.8,15.2,10.9,11.3
4650,Bosmie-l'Aiguille,13.3,21.8,13.7,11.0,11.1
4651,Châteauponsac,11.5,23.8,12.9,9.6,10.6
4652,Condat-sur-Vienne,13.6,22.1,14.4,10.3,11.1
4653,Couzeix,14.1,23.3,14.6,10.8,11.0
4654,Eymoutiers,11.7,22.7,11.9,9.7,10.6
4655,Feytiat,14.4,24.4,14.8,10.5,10.9
4656,Isle,14.3,25.7,14.0,10.6,10.8
4657,Limoges,12.6,22.1,13.6,10.1,10.2
4658,Nexon,12.2,20.3,14.0,10.3,10.8
4659,Oradour-sur-Glane,12.0,18.8,13.1,10.3,11.2
4660,Le Palais-sur-Vienne,12.9,20.9,14.4,10.2,10.9
4661,Panazol,14.1,25.0,14.5,10.6,10.4
4662,Rilhac-Rancon,13.9,22.6,15.1,10.7,11.3
4663,Rochechouart,12.8,22.4,14.8,10.1,12.1
4664,Saint-Gence,13.5,22.4,14.4,10.8,11.4
4665,Saint-Junien,12.3,23.4,14.3,9.7,11.1
4666,Saint-Just-le-Martel,13.9,23.7,14.1,10.7,11.4
4667,Saint-Léonard-de-Noblat,11.9,22.7,13.6,10.1,10.2
4668,Saint-Priest-Taurion,12.2,20.8,13.8,10.0,10.9
4669,Saint-Yrieix-la-Perche,11.6,24.9,14.1,9.8,10.3
4670,Verneuil-sur-Vienne,14.5,24.8,14.4,11.0,11.3
4671,Veyrac,13.6,22.7,15.1,10.3,10.9
4672,Le Vigen,13.7,21.5,13.8,11.1,11.5
4673,Anould,11.8,20.9,13.7,10.0,10.9
4674,La Bresse,11.8,20.8,13.4,9.9,10.6
4675,Bruyères,11.4,21.1,14.0,9.6,10.3
4676,Chantraine,14.5,25.5,14.0,10.7,11.3
4677,Charmes,12.2,21.4,13.5,9.9,10.9
4678,Contrexéville,13.2,22.4,16.3,10.5,12.6
4679,Cornimont,10.8,22.9,12.8,9.4,10.1
4680,Éloyes,12.6,25.3,13.7,10.1,11.1
4681,Épinal,12.8,23.4,13.8,10.1,10.1
4682,Étival-Clairefontaine,12.5,25.1,14.7,10.2,10.9
4683,Fraize,11.2,19.5,13.4,9.5,10.8
4684,Gérardmer,12.1,23.7,13.0,9.7,10.2
4685,Golbey,12.0,21.8,13.4,10.1,10.7
4686,Granges-sur-Vologne,10.8,17.2,13.3,9.6,10.5
4687,Hadol,12.5,20.3,13.9,10.3,11.5
4688,Liffol-le-Grand,10.7,19.3,12.6,9.4,10.2
4689,Mirecourt,11.8,21.9,13.9,9.9,10.2
4690,Moyenmoutier,11.3,21.6,13.4,9.4,10.5
4691,Neufchâteau,11.5,21.6,13.8,9.7,10.2
4692,Nomexy,11.7,19.9,14.8,9.5,11.1
4693,Pouxeux,12.1,21.2,13.4,10.3,11.0
4694,Rambervillers,11.4,22.1,13.7,9.8,10.5
4695,Raon-l'Étape,11.7,25.6,13.2,9.7,10.5
4696,Remiremont,12.4,22.7,13.2,10.2,10.3
4697,Rupt-sur-Moselle,11.6,22.0,13.5,10.0,10.4
4698,Saint-Amé,11.7,21.4,13.4,10.1,9.8
4699,Saint-Dié-des-Vosges,12.1,23.0,13.4,9.9,10.3
4700,Saint-Étienne-lès-Remiremont,12.6,25.3,14.6,9.9,10.3
4701,Sainte-Marguerite,12.2,21.8,14.4,9.8,10.5
4702,Saint-Michel-sur-Meurthe,12.8,22.9,14.9,10.1,10.8
4703,Saint-Nabord,12.4,22.1,13.9,10.4,10.4
4704,Saulcy-sur-Meurthe,12.0,20.9,13.7,9.7,10.8
4705,Saulxures-sur-Moselotte,11.1,18.8,13.3,9.9,10.1
4706,Senones,11.4,22.1,13.3,9.8,10.4
4707,Thaon-les-Vosges,12.5,23.4,14.3,10.1,11.1
4708,Le Thillot,11.1,20.3,13.5,9.7,10.1
4709,Uxegney,13.4,22.8,14.2,10.7,11.2
4710,Vagney,12.1,23.7,14.1,10.2,10.3
4711,Le Val-d'Ajol,11.5,20.3,13.1,10.1,10.5
4712,Vincey,12.3,22.7,13.9,10.0,11.1
4713,Vittel,15.1,26.1,17.0,10.8,13.5
4714,Xertigny,12.3,28.2,13.2,9.8,10.8
4715,Appoigny,12.9,23.1,14.2,10.2,10.9
4716,Auxerre,12.3,22.8,14.2,10.1,10.1
4717,Avallon,11.6,23.6,13.4,9.5,10.1
4718,Brienon-sur-Armançon,11.1,19.5,13.7,9.6,10.7
