,NomeCidade,NumEmpCid,NumEmpDesc,NumCol_5,NumCol_9,NumCol_19,NumCol_49,NumCol_99,NumCol_199,NumCol_499,NumCol_+500
0,L'Abergement-Clémenciat,25,22,1,2,0,0,0,0,0,0
1,L'Abergement-de-Varey,10,9,1,0,0,0,0,0,0,0
2,Ambérieu-en-Bugey,996,577,272,63,46,24,9,3,2,0
3,Ambérieux-en-Dombes,99,73,20,3,1,2,0,0,0,0
4,Ambléon,4,4,0,0,0,0,0,0,0,0
5,Ambronay,124,87,20,10,5,2,0,0,0,0
6,Ambutrix,48,28,15,2,3,0,0,0,0,0
7,Andert-et-Condon,22,17,4,1,0,0,0,0,0,0
8,Anglefort,33,23,8,1,0,0,0,1,0,0
9,Apremont,14,11,2,1,0,0,0,0,0,0
10,Aranc,12,8,3,0,1,0,0,0,0,0
11,Arandas,9,9,0,0,0,0,0,0,0,0
12,Arbent,314,130,97,33,28,16,5,5,0,0
13,Arbignieu,24,17,6,1,0,0,0,0,0,0
14,Arbigny,9,8,0,1,0,0,0,0,0,0
15,Argis,13,10,1,1,0,1,0,0,0,0
16,Armix,1,1,0,0,0,0,0,0,0,0
17,Ars-sur-Formans,67,42,20,5,0,0,0,0,0,0
18,Artemare,101,67,28,3,3,0,0,0,0,0
19,Asnières-sur-Saône,2,2,0,0,0,0,0,0,0,0
20,Attignat,116,79,28,4,0,1,1,3,0,0
21,Bâgé-la-Ville,101,79,12,7,3,0,0,0,0,0
22,Bâgé-le-Châtel,49,36,11,1,0,1,0,0,0,0
23,Balan,109,66,27,6,6,0,2,2,0,0
24,Baneins,31,27,4,0,0,0,0,0,0,0
25,Beaupont,25,19,5,1,0,0,0,0,0,0
26,Beauregard,45,34,9,1,0,1,0,0,0,0
27,Bellignat,252,112,80,24,18,11,4,3,0,0
28,Béligneux,177,92,53,9,11,12,0,0,0,0
29,Bellegarde-sur-Valserine,655,373,203,36,21,16,4,2,0,0
30,Belley,708,421,191,40,25,18,8,3,2,0
31,Belleydoux,15,11,4,0,0,0,0,0,0,0
32,Belmont-Luthézieu,20,16,4,0,0,0,0,0,0,0
33,Bénonces,9,7,2,0,0,0,0,0,0,0
34,Bény,31,25,4,1,1,0,0,0,0,0
35,Béon,27,16,3,6,2,0,0,0,0,0
36,Béréziat,13,10,3,0,0,0,0,0,0,0
37,Bettant,18,14,3,1,0,0,0,0,0,0
38,Bey,7,5,1,1,0,0,0,0,0,0
39,Beynost,480,262,133,37,25,16,2,3,1,1
40,Billiat,28,21,4,2,1,0,0,0,0,0
41,Birieux,14,8,5,1,0,0,0,0,0,0
42,Biziat,36,25,9,1,1,0,0,0,0,0
43,Blyes,96,44,20,13,9,5,4,0,1,0
44,La Boisse,195,135,36,10,8,3,2,0,1,0
45,Boissey,5,3,1,0,0,1,0,0,0,0
46,Bolozon,6,5,1,0,0,0,0,0,0,0
47,Bouligneux,14,9,4,0,1,0,0,0,0,0
48,Bourg-en-Bresse,3103,1722,911,165,159,87,36,13,8,2
49,Bourg-Saint-Christophe,42,35,6,1,0,0,0,0,0,0
50,Boyeux-Saint-Jérôme,17,13,4,0,0,0,0,0,0,0
51,Boz,26,19,5,1,1,0,0,0,0,0
52,Brégnier-Cordon,44,33,7,0,1,3,0,0,0,0
53,Brénaz,6,5,1,0,0,0,0,0,0,0
54,Brénod,23,17,4,1,0,1,0,0,0,0
55,Brens,35,30,4,0,1,0,0,0,0,0
56,Bressolles,44,28,9,2,2,1,2,0,0,0
57,Brion,39,20,7,3,2,5,2,0,0,0
58,Briord,45,33,7,2,1,1,0,0,1,0
59,Buellas,68,44,20,2,1,1,0,0,0,0
60,La Burbanche,5,4,1,0,0,0,0,0,0,0
61,Ceignes,16,9,3,0,3,1,0,0,0,0
62,Cerdon,40,28,10,2,0,0,0,0,0,0
63,Certines,57,39,8,1,3,4,2,0,0,0
64,Cessy,181,115,47,11,4,4,0,0,0,0
65,Ceyzériat,188,114,47,9,9,4,5,0,0,0
66,Ceyzérieu,41,27,13,0,0,1,0,0,0,0
67,Chalamont,155,106,37,3,6,2,1,0,0,0
68,Chaleins,81,55,17,0,3,4,2,0,0,0
69,Chaley,6,6,0,0,0,0,0,0,0,0
70,Challes-la-Montagne,11,10,1,0,0,0,0,0,0,0
71,Challex,32,23,7,1,0,1,0,0,0,0
72,Champagne-en-Valromey,65,45,15,3,2,0,0,0,0,0
73,Champdor,17,12,3,0,1,1,0,0,0,0
74,Champfromier,35,26,8,0,0,0,0,0,1,0
75,Chanay,15,13,1,0,0,0,0,1,0,0
76,Chaneins,55,37,15,1,2,0,0,0,0,0
77,Chanoz-Châtenay,35,32,2,1,0,0,0,0,0,0
78,La Chapelle-du-Châtelard,21,17,2,2,0,0,0,0,0,0
79,Charix,10,9,0,1,0,0,0,0,0,0
80,Charnoz-sur-Ain,63,36,17,4,3,3,0,0,0,0
81,Château-Gaillard,119,61,33,14,8,2,1,0,0,0
82,Châtenay,19,15,3,0,1,0,0,0,0,0
83,Châtillon-en-Michaille,193,114,51,11,6,7,2,1,1,0
84,Châtillon-la-Palud,64,49,13,1,1,0,0,0,0,0
85,Châtillon-sur-Chalaronne,388,223,112,24,18,8,1,0,2,0
86,Chavannes-sur-Reyssouze,28,21,6,0,0,1,0,0,0,0
87,Chavannes-sur-Suran,33,28,4,0,0,0,1,0,0,0
88,Chaveyriat,41,27,11,1,2,0,0,0,0,0
89,Chavornay,7,4,3,0,0,0,0,0,0,0
90,Chazey-Bons,65,32,18,6,3,5,1,0,0,0
91,Chazey-sur-Ain,91,60,27,3,0,1,0,0,0,0
92,Cheignieu-la-Balme,7,6,1,0,0,0,0,0,0,0
93,Chevillard,5,4,1,0,0,0,0,0,0,0
94,Chevroux,32,22,6,1,2,1,0,0,0,0
95,Chevry,22,18,3,0,1,0,0,0,0,0
96,Chézery-Forens,23,11,11,0,1,0,0,0,0,0
97,Civrieux,103,73,23,2,2,2,1,0,0,0
98,Cize,7,6,1,0,0,0,0,0,0,0
99,Cleyzieu,3,3,0,0,0,0,0,0,0,0
100,Coligny,76,50,20,4,2,0,0,0,0,0
101,Collonges,75,59,13,2,1,0,0,0,0,0
102,Colomieu,9,6,3,0,0,0,0,0,0,0
103,Conand,4,3,1,0,0,0,0,0,0,0
104,Condamine,20,14,4,2,0,0,0,0,0,0
105,Condeissiat,35,24,7,3,1,0,0,0,0,0
106,Confort,23,16,5,0,0,0,2,0,0,0
107,Confrançon,56,37,12,4,2,1,0,0,0,0
108,Contrevoz,19,15,4,0,0,0,0,0,0,0
109,Conzieu,4,4,0,0,0,0,0,0,0,0
110,Corbonod,52,40,7,2,2,0,0,1,0,0
111,Corcelles,6,5,1,0,0,0,0,0,0,0
112,Corlier,6,5,0,1,0,0,0,0,0,0
113,Cormaranche-en-Bugey,38,28,7,1,1,1,0,0,0,0
114,Cormoranche-sur-Saône,42,32,7,0,0,2,1,0,0,0
115,Cormoz,28,19,9,0,0,0,0,0,0,0
116,Corveissiat,26,16,6,0,1,3,0,0,0,0
117,Courmangoux,24,21,3,0,0,0,0,0,0,0
118,Courtes,15,10,2,1,1,0,0,1,0,0
119,Crans,7,6,1,0,0,0,0,0,0,0
120,Cras-sur-Reyssouze,47,32,9,1,4,1,0,0,0,0
121,Cressin-Rochefort,10,8,2,0,0,0,0,0,0,0
122,Crottet,100,64,27,3,2,3,1,0,0,0
123,Crozet,99,70,19,5,4,0,1,0,0,0
124,Cruzilles-lès-Mépillat,22,20,2,0,0,0,0,0,0,0
125,Culoz,176,119,44,4,2,4,2,0,0,1
126,Curciat-Dongalon,19,11,6,1,1,0,0,0,0,0
127,Curtafond,27,17,7,1,0,2,0,0,0,0
128,Cuzieu,9,6,3,0,0,0,0,0,0,0
129,Dagneux,272,158,64,18,15,13,3,0,1,0
130,Divonne-les-Bains,534,373,125,17,13,4,0,1,1,0
131,Dommartin,19,17,2,0,0,0,0,0,0,0
132,Dompierre-sur-Veyle,58,48,8,0,1,1,0,0,0,0
133,Dompierre-sur-Chalaronne,24,21,2,1,0,0,0,0,0,0
134,Domsure,23,19,4,0,0,0,0,0,0,0
135,Dortan,93,51,32,7,2,1,0,0,0,0
136,Douvres,24,20,4,0,0,0,0,0,0,0
137,Drom,6,4,1,1,0,0,0,0,0,0
138,Druillat,57,43,14,0,0,0,0,0,0,0
139,Échallon,29,24,4,1,0,0,0,0,0,0
140,Échenevex,52,44,6,1,1,0,0,0,0,0
141,Étrez,29,18,8,1,0,0,2,0,0,0
142,Évosges,11,9,2,0,0,0,0,0,0,0
143,Faramans,21,14,7,0,0,0,0,0,0,0
144,Fareins,167,123,30,6,8,0,0,0,0,0
145,Farges,20,16,4,0,0,0,0,0,0,0
146,Feillens,220,130,53,15,12,6,3,0,1,0
147,Ferney-Voltaire,665,394,182,43,26,14,4,2,0,0
148,Flaxieu,4,4,0,0,0,0,0,0,0,0
149,Foissiat,81,58,18,3,2,0,0,0,0,0
150,Francheleins,42,36,4,1,0,1,0,0,0,0
151,Frans,109,77,25,3,1,3,0,0,0,0
152,Garnerans,35,26,8,0,0,1,0,0,0,0
153,Genouilleux,21,16,5,0,0,0,0,0,0,0
154,Béard-Géovreissiat,42,25,10,0,3,4,0,0,0,0
155,Géovreisset,45,31,10,2,0,1,1,0,0,0
156,Germagnat,6,6,0,0,0,0,0,0,0,0
157,Gex,494,342,114,25,6,6,1,0,0,0
158,Giron,10,9,1,0,0,0,0,0,0,0
159,Gorrevod,29,18,4,1,4,2,0,0,0,0
160,Le Grand-Abergement,6,5,1,0,0,0,0,0,0,0
161,Grand-Corent,2,2,0,0,0,0,0,0,0,0
162,Grièges,86,67,15,1,2,0,0,0,1,0
163,Grilly,28,20,7,1,0,0,0,0,0,0
164,Groissiat,93,48,15,7,9,11,2,1,0,0
165,Groslée,25,20,3,1,1,0,0,0,0,0
166,Guéreins,122,63,37,8,11,3,0,0,0,0
167,Hautecourt-Romanèche,35,28,5,2,0,0,0,0,0,0
168,Hauteville-Lompnes,238,132,78,10,10,5,1,1,1,0
169,Hostiaz,4,4,0,0,0,0,0,0,0,0
170,Hotonnes,42,27,12,2,0,1,0,0,0,0
171,Illiat,29,23,5,1,0,0,0,0,0,0
172,Injoux-Génissiat,37,29,6,1,0,1,0,0,0,0
173,Innimond,6,5,1,0,0,0,0,0,0,0
174,Izenave,12,10,2,0,0,0,0,0,0,0
175,Izernore,156,71,44,12,13,9,4,3,0,0
176,Izieu,4,4,0,0,0,0,0,0,0,0
177,Jassans-Riottier,330,209,84,16,12,5,3,1,0,0
178,Jasseron,73,45,14,3,6,4,1,0,0,0
179,Jayat,55,30,17,4,2,1,1,0,0,0
180,Journans,18,16,1,1,0,0,0,0,0,0
181,Joyeux,8,6,2,0,0,0,0,0,0,0
182,Jujurieux,110,82,16,4,4,2,2,0,0,0
183,Labalme,14,11,3,0,0,0,0,0,0,0
184,Lagnieu,394,278,83,11,16,3,1,1,1,0
185,Laiz,56,37,12,2,3,0,1,1,0,0
186,Lalleyriat,14,8,5,0,1,0,0,0,0,0
187,Lancrans,36,25,6,2,2,1,0,0,0,0
188,Lantenay,5,4,0,0,0,1,0,0,0,0
189,Lapeyrouse,19,12,6,0,0,1,0,0,0,0
190,Lavours,7,6,1,0,0,0,0,0,0,0
191,Léaz,13,12,1,0,0,0,0,0,0,0
192,Lélex,61,35,23,3,0,0,0,0,0,0
193,Lent,47,31,13,0,1,2,0,0,0,0
194,Lescheroux,31,26,3,2,0,0,0,0,0,0
195,Leyment,64,46,9,3,4,1,1,0,0,0
196,Leyssard,3,3,0,0,0,0,0,0,0,0
197,Lhôpital,1,1,0,0,0,0,0,0,0,0
198,Lhuis,53,43,9,0,0,0,1,0,0,0
199,Lochieu,11,10,1,0,0,0,0,0,0,0
200,Lompnas,8,7,1,0,0,0,0,0,0,0
201,Lompnieu,7,6,1,0,0,0,0,0,0,0
202,Loyettes,170,109,39,8,5,5,4,0,0,0
203,Lurcy,9,8,1,0,0,0,0,0,0,0
204,Magnieu,15,13,0,0,0,2,0,0,0,0
205,Maillat,50,29,14,2,4,0,1,0,0,0
206,Malafretaz,47,30,10,5,2,0,0,0,0,0
207,Mantenay-Montlin,8,5,1,1,1,0,0,0,0,0
208,Manziat,90,47,29,4,3,5,1,1,0,0
209,Marboz,130,93,29,3,3,1,1,0,0,0
210,Marchamp,4,4,0,0,0,0,0,0,0,0
211,Marignieu,9,8,0,0,1,0,0,0,0,0
212,Marlieux,54,38,12,2,2,0,0,0,0,0
213,Marsonnas,24,19,4,1,0,0,0,0,0,0
214,Martignat,103,50,34,4,4,7,2,2,0,0
215,Massieux,138,84,37,8,5,2,1,1,0,0
216,Massignieu-de-Rives,41,33,7,0,1,0,0,0,0,0
217,Matafelon-Granges,33,27,6,0,0,0,0,0,0,0
218,Meillonnas,73,54,12,2,4,0,1,0,0,0
219,Mérignat,3,2,0,1,0,0,0,0,0,0
220,Messimy-sur-Saône,83,64,17,2,0,0,0,0,0,0
221,Meximieux,516,320,144,25,17,9,0,1,0,0
222,Bohas-Meyriat-Rignat,41,34,6,0,1,0,0,0,0,0
223,Mézériat,133,96,29,3,3,2,0,0,0,0
224,Mijoux,51,36,11,3,1,0,0,0,0,0
225,Mionnay,138,99,29,4,5,1,0,0,0,0
226,Miribel,690,412,168,40,28,29,8,3,2,0
227,Misérieux,78,63,13,1,1,0,0,0,0,0
228,Mogneneins,29,20,7,2,0,0,0,0,0,0
229,Montagnat,127,66,42,8,8,3,0,0,0,0
230,Montagnieu,18,12,4,1,1,0,0,0,0,0
231,Montanges,14,11,2,0,1,0,0,0,0,0
232,Montceaux,47,32,14,0,0,1,0,0,0,0
233,Montcet,23,22,1,0,0,0,0,0,0,0
234,Le Montellier,10,7,3,0,0,0,0,0,0,0
235,Monthieux,38,28,8,0,0,2,0,0,0,0
236,Montluel,395,267,94,15,10,6,1,1,0,1
237,Montmerle-sur-Saône,213,128,59,14,8,1,3,0,0,0
238,Montracol,42,29,12,0,1,0,0,0,0,0
239,Montréal-la-Cluse,257,143,78,16,8,6,3,3,0,0
240,Montrevel-en-Bresse,185,93,61,11,10,10,0,0,0,0
241,Nurieux-Volognat,56,31,15,2,6,1,0,1,0,0
242,Murs-et-Gélignieux,22,15,6,1,0,0,0,0,0,0
243,Nantua,231,150,55,12,8,3,3,0,0,0
244,Nattages,26,24,2,0,0,0,0,0,0,0
245,Neuville-les-Dames,92,60,27,1,2,2,0,0,0,0
246,Neuville-sur-Ain,76,54,15,2,1,3,0,0,1,0
247,Les Neyrolles,23,12,5,2,3,1,0,0,0,0
248,Neyron,240,148,52,11,15,11,1,2,0,0
249,Niévroz,94,71,16,0,4,3,0,0,0,0
250,Nivollet-Montgriffon,4,4,0,0,0,0,0,0,0,0
251,Oncieu,4,4,0,0,0,0,0,0,0,0
252,Ordonnaz,13,11,2,0,0,0,0,0,0,0
253,Ornex,147,103,30,7,4,3,0,0,0,0
254,Outriaz,9,6,1,0,1,0,1,0,0,0
255,Oyonnax,1516,857,444,80,78,36,14,6,1,0
256,Ozan,37,23,9,4,0,1,0,0,0,0
257,Parcieux,46,34,9,1,0,2,0,0,0,0
258,Parves,8,7,1,0,0,0,0,0,0,0
259,Péron,80,57,16,2,4,1,0,0,0,0
260,Péronnas,420,227,119,29,20,17,5,2,0,1
261,Pérouges,104,71,25,6,1,1,0,0,0,0
262,Perrex,31,19,8,1,1,1,1,0,0,0
263,Le Petit-Abergement,12,9,2,0,1,0,0,0,0,0
264,Peyriat,9,9,0,0,0,0,0,0,0,0
265,Peyrieu,36,25,7,1,1,2,0,0,0,0
266,Peyzieux-sur-Saône,22,17,3,2,0,0,0,0,0,0
267,Pirajoux,11,8,3,0,0,0,0,0,0,0
268,Pizay,28,20,6,1,1,0,0,0,0,0
269,Plagne,4,3,1,0,0,0,0,0,0,0
270,Le Plantay,25,23,2,0,0,0,0,0,0,0
271,Le Poizat,15,12,3,0,0,0,0,0,0,0
272,Polliat,123,79,31,8,1,4,0,0,0,0
273,Pollieu,10,8,1,0,0,1,0,0,0,0
274,Poncin,102,73,21,4,1,1,1,0,1,0
275,Pont-d'Ain,206,129,53,9,11,2,2,0,0,0
276,Pont-de-Vaux,245,144,70,13,13,3,1,1,0,0
277,Pont-de-Veyle,92,65,19,3,2,2,1,0,0,0
278,Port,68,36,18,7,2,1,3,1,0,0
279,Pougny,21,18,3,0,0,0,0,0,0,0
280,Pouillat,1,1,0,0,0,0,0,0,0,0
281,Prémeyzel,12,8,2,0,0,1,1,0,0,0
282,Prémillieu,3,1,2,0,0,0,0,0,0,0
283,Pressiat,12,9,3,0,0,0,0,0,0,0
284,Prévessin-Moëns,203,155,34,6,7,1,0,0,0,0
285,Priay,86,56,25,2,2,0,1,0,0,0
286,Pugieu,13,11,2,0,0,0,0,0,0,0
287,Ramasse,4,4,0,0,0,0,0,0,0,0
288,Rancé,35,22,10,1,2,0,0,0,0,0
289,Relevant,29,23,6,0,0,0,0,0,0,0
290,Replonges,191,107,47,13,10,12,1,1,0,0
291,Revonnas,31,25,6,0,0,0,0,0,0,0
292,Reyrieux,305,212,57,16,5,7,5,1,1,1
293,Reyssouze,45,39,4,0,0,2,0,0,0,0
294,Rignieux-le-Franc,36,26,7,2,0,1,0,0,0,0
295,Romans,30,20,6,1,0,2,1,0,0,0
296,Rossillon,7,7,0,0,0,0,0,0,0,0
297,Ruffieu,18,14,4,0,0,0,0,0,0,0
298,Saint-Alban,8,7,1,0,0,0,0,0,0,0
299,Saint-André-de-Bâgé,25,14,8,1,1,1,0,0,0,0
300,Saint-André-de-Corcy,244,145,64,15,13,4,3,0,0,0
301,Saint-André-d'Huiriat,28,21,6,0,1,0,0,0,0,0
302,Saint-André-le-Bouchoux,11,4,6,0,1,0,0,0,0,0
303,Saint-André-sur-Vieux-Jonc,35,25,8,1,0,0,0,1,0,0
304,Saint-Bénigne,53,37,9,3,3,0,1,0,0,0
305,Saint-Benoît,51,36,10,1,2,1,1,0,0,0
306,Saint-Bernard,69,55,12,1,0,0,1,0,0,0
307,Saint-Bois,5,3,2,0,0,0,0,0,0,0
308,Saint-Champ,9,9,0,0,0,0,0,0,0,0
309,Sainte-Croix,24,15,6,2,0,1,0,0,0,0
310,Saint-Cyr-sur-Menthon,88,60,20,1,4,1,1,0,1,0
311,Saint-Denis-lès-Bourg,295,175,74,24,13,5,4,0,0,0
312,Saint-Denis-en-Bugey,89,69,17,3,0,0,0,0,0,0
313,Saint-Didier-d'Aussiat,34,25,8,0,1,0,0,0,0,0
314,Saint-Didier-de-Formans,94,75,18,0,0,1,0,0,0,0
315,Saint-Didier-sur-Chalaronne,174,106,44,12,7,3,1,1,0,0
316,Saint-Éloi,19,15,4,0,0,0,0,0,0,0
317,Saint-Étienne-du-Bois,113,63,36,5,6,2,1,0,0,0
318,Saint-Étienne-sur-Chalaronne,62,49,12,0,1,0,0,0,0,0
319,Saint-Étienne-sur-Reyssouze,14,13,0,0,1,0,0,0,0,0
320,Sainte-Euphémie,76,44,28,2,2,0,0,0,0,0
321,Saint-Genis-Pouilly,543,329,128,38,27,16,5,0,0,0
322,Saint-Genis-sur-Menthon,19,13,4,0,2,0,0,0,0,0
323,Saint-Georges-sur-Renon,11,8,3,0,0,0,0,0,0,0
324,Saint-Germain-de-Joux,18,14,3,1,0,0,0,0,0,0
325,Saint-Germain-les-Paroisses,14,9,4,0,1,0,0,0,0,0
326,Saint-Germain-sur-Renon,10,8,2,0,0,0,0,0,0,0
327,Saint-Jean-de-Gonville,72,54,10,1,4,3,0,0,0,0
328,Saint-Jean-de-Niost,83,65,14,2,0,0,1,1,0,0
329,Saint-Jean-de-Thurigneux,42,22,18,1,1,0,0,0,0,0
330,Saint-Jean-le-Vieux,91,63,21,3,2,1,0,1,0,0
331,Saint-Jean-sur-Reyssouze,29,24,4,0,0,0,1,0,0,0
332,Saint-Jean-sur-Veyle,48,33,11,1,2,1,0,0,0,0
333,Sainte-Julie,26,19,3,1,0,2,0,0,1,0
334,Saint-Julien-sur-Reyssouze,35,23,7,2,3,0,0,0,0,0
335,Saint-Julien-sur-Veyle,26,19,4,1,1,1,0,0,0,0
336,Saint-Just,53,36,9,4,1,0,2,1,0,0
337,Saint-Laurent-sur-Saône,137,95,31,9,2,0,0,0,0,0
338,Saint-Marcel,39,30,8,1,0,0,0,0,0,0
339,Saint-Martin-de-Bavel,22,17,3,2,0,0,0,0,0,0
340,Saint-Martin-du-Frêne,76,50,15,1,4,4,2,0,0,0
341,Saint-Martin-du-Mont,87,65,15,2,4,1,0,0,0,0
342,Saint-Martin-le-Châtel,19,16,1,1,0,1,0,0,0,0
343,Saint-Maurice-de-Beynost,207,135,35,11,10,8,4,2,2,0
344,Saint-Maurice-de-Gourdans,109,80,23,1,4,0,1,0,0,0
345,Saint-Maurice-de-Rémens,19,16,3,0,0,0,0,0,0,0
346,Saint-Nizier-le-Bouchoux,31,22,8,1,0,0,0,0,0,0
347,Saint-Nizier-le-Désert,39,27,11,1,0,0,0,0,0,0
348,Sainte-Olive,16,11,5,0,0,0,0,0,0,0
349,Saint-Paul-de-Varax,75,53,14,3,2,1,2,0,0,0
350,Saint-Rambert-en-Bugey,134,97,28,1,3,3,2,0,0,0
351,Saint-Rémy,50,28,15,2,1,2,2,0,0,0
352,Saint-Sorlin-en-Bugey,57,38,12,2,4,0,0,1,0,0
353,Saint-Sulpice,9,8,1,0,0,0,0,0,0,0
354,Saint-Trivier-de-Courtes,74,45,17,5,3,4,0,0,0,0
355,Saint-Trivier-sur-Moignans,122,86,30,0,2,3,1,0,0,0
356,Saint-Vulbas,180,87,31,15,16,9,8,10,3,1
357,Salavre,13,10,1,0,0,2,0,0,0,0
358,Samognat,26,20,5,0,0,1,0,0,0,0
359,Sandrans,30,25,4,0,1,0,0,0,0,0
360,Sault-Brénaz,45,33,7,0,3,2,0,0,0,0
361,Sauverny,33,31,1,0,1,0,0,0,0,0
362,Savigneux,75,49,20,1,2,3,0,0,0,0
363,Ségny,77,41,29,0,5,1,0,1,0,0
364,Seillonnaz,8,8,0,0,0,0,0,0,0,0
365,Sergy,40,35,5,0,0,0,0,0,0,0
366,Sermoyer,17,12,4,0,1,0,0,0,0,0
367,Serrières-de-Briord,66,47,17,1,0,1,0,0,0,0
368,Serrières-sur-Ain,7,7,0,0,0,0,0,0,0,0
369,Servas,49,30,12,3,1,0,0,3,0,0
370,Servignat,4,4,0,0,0,0,0,0,0,0
371,Seyssel,63,46,15,0,2,0,0,0,0,0
372,Simandre-sur-Suran,28,18,5,3,0,1,1,0,0,0
373,Songieu,4,3,0,0,1,0,0,0,0,0
374,Sonthonnax-la-Montagne,12,7,4,1,0,0,0,0,0,0
375,Souclin,6,5,1,0,0,0,0,0,0,0
376,Sulignat,30,24,3,1,2,0,0,0,0,0
377,Surjoux,1,0,1,0,0,0,0,0,0,0
378,Sutrieu,10,8,2,0,0,0,0,0,0,0
379,Talissieu,22,18,2,1,0,1,0,0,0,0
380,Tenay,45,30,13,1,0,0,1,0,0,0
381,Thézillieu,7,4,3,0,0,0,0,0,0,0
382,Thil,47,30,12,2,1,1,0,1,0,0
383,Thoiry,287,150,87,27,15,6,0,1,1,0
384,Thoissey,115,82,29,2,2,0,0,0,0,0
385,Torcieu,28,17,7,0,1,3,0,0,0,0
386,Tossiat,80,50,21,4,2,0,2,1,0,0
387,Toussieux,45,42,3,0,0,0,0,0,0,0
388,Tramoyes,85,63,16,2,3,1,0,0,0,0
389,La Tranclière,9,2,7,0,0,0,0,0,0,0
390,Treffort-Cuisiat,122,84,23,2,5,4,4,0,0,0
391,Trévoux,510,333,109,31,21,6,7,2,1,0
392,Valeins,7,6,1,0,0,0,0,0,0,0
393,Vandeins,18,14,2,1,1,0,0,0,0,0
394,Varambon,21,15,5,0,1,0,0,0,0,0
395,Vaux-en-Bugey,58,37,14,4,1,1,1,0,0,0
396,Verjon,12,9,3,0,0,0,0,0,0,0
397,Vernoux,9,7,0,0,0,1,1,0,0,0
398,Versailleux,21,16,5,0,0,0,0,0,0,0
399,Versonnex,55,48,7,0,0,0,0,0,0,0
400,Vesancy,17,16,1,0,0,0,0,0,0,0
401,Vescours,5,5,0,0,0,0,0,0,0,0
402,Vésines,10,9,1,0,0,0,0,0,0,0
403,Vieu-d'Izenave,43,25,9,4,2,3,0,0,0,0
404,Vieu,16,15,1,0,0,0,0,0,0,0
405,Villars-les-Dombes,307,194,75,16,7,10,4,1,0,0
406,Villebois,49,39,6,2,1,1,0,0,0,0
407,Villemotier,25,20,4,0,1,0,0,0,0,0
408,Villeneuve,85,61,20,3,1,0,0,0,0,0
409,Villereversure,61,40,13,2,3,0,3,0,0,0
410,Villes,9,6,3,0,0,0,0,0,0,0
411,Villette-sur-Ain,54,40,12,2,0,0,0,0,0,0
412,Villieu-Loyes-Mollon,184,138,35,5,2,2,2,0,0,0
413,Viriat,503,238,129,50,40,31,11,4,0,0
414,Virieu-le-Grand,63,44,12,1,6,0,0,0,0,0
415,Virieu-le-Petit,19,13,5,1,0,0,0,0,0,0
416,Virignin,61,40,14,5,1,1,0,0,0,0
417,Vongnes,6,5,0,1,0,0,0,0,0,0
418,Vonnas,201,125,52,7,8,5,3,1,0,0
419,Abbécourt,21,15,4,0,1,1,0,0,0,0
420,Achery,21,16,5,0,0,0,0,0,0,0
421,Acy,28,20,5,0,2,0,0,1,0,0
422,Agnicourt-et-Séchelles,1,1,0,0,0,0,0,0,0,0
423,Aguilcourt,13,12,1,0,0,0,0,0,0,0
424,Aisonville-et-Bernoville,15,11,3,1,0,0,0,0,0,0
425,Aizelles,3,3,0,0,0,0,0,0,0,0
426,Aizy-Jouy,4,3,1,0,0,0,0,0,0,0
427,Alaincourt,14,11,3,0,0,0,0,0,0,0
428,Allemant,6,4,1,0,1,0,0,0,0,0
429,Ambleny,49,36,10,1,1,1,0,0,0,0
430,Ambrief,4,4,0,0,0,0,0,0,0,0
431,Amifontaine,24,17,6,0,0,1,0,0,0,0
432,Amigny-Rouy,22,19,2,0,1,0,0,0,0,0
433,Ancienville,5,4,1,0,0,0,0,0,0,0
434,Andelain,6,4,1,1,0,0,0,0,0,0
435,Anguilcourt-le-Sart,13,13,0,0,0,0,0,0,0,0
436,Anizy-le-Château,83,49,25,3,1,3,1,0,1,0
437,Annois,9,5,4,0,0,0,0,0,0,0
438,Any-Martin-Rieux,16,12,3,0,1,0,0,0,0,0
439,Archon,4,4,0,0,0,0,0,0,0,0
440,Arcy-Sainte-Restitue,10,3,5,0,2,0,0,0,0,0
441,Armentières-sur-Ourcq,6,3,3,0,0,0,0,0,0,0
442,Arrancy,1,1,0,0,0,0,0,0,0,0
443,Artemps,10,6,3,1,0,0,0,0,0,0
444,Artonges,6,6,0,0,0,0,0,0,0,0
445,Assis-sur-Serre,9,6,3,0,0,0,0,0,0,0
446,Athies-sous-Laon,85,53,20,3,3,4,0,2,0,0
447,Attilly,9,6,2,1,0,0,0,0,0,0
448,Aubencheul-aux-Bois,9,6,3,0,0,0,0,0,0,0
449,Aubenton,33,22,7,2,1,1,0,0,0,0
450,Aubigny-aux-Kaisnes,6,4,1,0,1,0,0,0,0,0
451,Aubigny-en-Laonnois,2,2,0,0,0,0,0,0,0,0
452,Audignicourt,0,0,0,0,0,0,0,0,0,0
453,Audigny,9,8,1,0,0,0,0,0,0,0
454,Augy,1,1,0,0,0,0,0,0,0,0
455,Aulnois-sous-Laon,38,27,5,3,2,1,0,0,0,0
456,Les Autels,1,0,1,0,0,0,0,0,0,0
457,Autremencourt,11,7,4,0,0,0,0,0,0,0
458,Autreppes,6,3,2,0,1,0,0,0,0,0
459,Autreville,24,15,8,0,0,1,0,0,0,0
460,Azy-sur-Marne,17,14,2,0,0,1,0,0,0,0
461,Bagneux,1,1,0,0,0,0,0,0,0,0
