,NomeCidade,NumEmpCid,NumEmpDesc,NumCol_5,NumCol_9,NumCol_19,NumCol_49,NumCol_99,NumCol_199,NumCol_499,NumCol_+500
6060,Gourvillette,4,3,1,0,0,0,0,0,0,0
6061,Grandjean,10,7,2,1,0,0,0,0,0,0
6062,La Grève-sur-Mignon,23,21,2,0,0,0,0,0,0,0
6063,Grézac,49,36,9,2,2,0,0,0,0,0
6064,La Gripperie-Saint-Symphorie,18,14,3,1,0,0,0,0,0,0
6065,Le Gua,126,84,31,7,3,1,0,0,0,0
6066,Le Gué-d'Alleré,34,21,10,2,1,0,0,0,0,0
6067,Guitinières,16,12,3,1,0,0,0,0,0,0
6068,Haimps,12,11,1,0,0,0,0,0,0,0
6069,Hiers-Brouage,72,65,6,0,1,0,0,0,0,0
6070,L'Houmeau,130,93,24,5,5,2,1,0,0,0
6071,La Jard,11,10,1,0,0,0,0,0,0,0
6072,Jarnac-Champagne,62,46,11,1,2,1,1,0,0,0
6073,La Jarne,134,95,28,5,4,1,1,0,0,0
6074,La Jarrie,138,112,17,6,0,3,0,0,0,0
6075,La Jarrie-Audouin,7,4,3,0,0,0,0,0,0,0
6076,Jazennes,22,13,6,0,3,0,0,0,0,0
6077,Jonzac,477,269,148,22,21,12,3,2,0,0
6078,Juicq,6,5,1,0,0,0,0,0,0,0
6079,Jussas,3,3,0,0,0,0,0,0,0,0
6080,Lagord,446,303,82,20,26,7,5,0,3,0
6081,La Laigne,19,15,4,0,0,0,0,0,0,0
6082,Landes,30,24,3,1,0,2,0,0,0,0
6083,Landrais,33,29,4,0,0,0,0,0,0,0
6084,Léoville,24,20,3,1,0,0,0,0,0,0
6085,Loire-les-Marais,20,18,2,0,0,0,0,0,0,0
6086,Loiré-sur-Nie,13,12,0,0,1,0,0,0,0,0
6087,Loix,84,60,21,1,1,1,0,0,0,0
6088,Longèves,20,17,3,0,0,0,0,0,0,0
6089,Lonzac,13,10,3,0,0,0,0,0,0,0
6090,Lorignac,36,27,8,1,0,0,0,0,0,0
6091,Loulay,44,30,6,4,1,1,2,0,0,0
6092,Louzignac,9,7,2,0,0,0,0,0,0,0
6093,Lozay,8,7,0,0,1,0,0,0,0,0
6094,Luchat,14,11,3,0,0,0,0,0,0,0
6095,Lussac,1,0,1,0,0,0,0,0,0,0
6096,Lussant,43,30,10,2,1,0,0,0,0,0
6097,Macqueville,20,15,5,0,0,0,0,0,0,0
6098,Marans,335,221,87,9,8,6,2,2,0,0
6099,Marennes,401,257,102,23,11,7,1,0,0,0
6100,Marignac,20,13,6,1,0,0,0,0,0,0
6101,Marsais,45,35,9,1,0,0,0,0,0,0
6102,Marsilly,174,140,24,4,3,3,0,0,0,0
6103,Massac,13,12,1,0,0,0,0,0,0,0
6104,Matha,209,126,66,6,4,6,1,0,0,0
6105,Les Mathes,311,230,66,7,4,3,1,0,0,0
6106,Mazeray,37,30,7,0,0,0,0,0,0,0
6107,Mazerolles,12,6,4,1,1,0,0,0,0,0
6108,Médis,183,124,42,5,6,3,3,0,0,0
6109,Mérignac,14,13,1,0,0,0,0,0,0,0
6110,Meschers-sur-Gironde,244,192,46,4,1,1,0,0,0,0
6111,Messac,7,6,1,0,0,0,0,0,0,0
6112,Meursac,85,64,20,1,0,0,0,0,0,0
6113,Meux,11,8,3,0,0,0,0,0,0,0
6114,Migré,15,10,4,0,1,0,0,0,0,0
6115,Migron,28,23,4,0,1,0,0,0,0,0
6116,Mirambeau,130,82,31,7,5,3,2,0,0,0
6117,Moëze,15,14,1,0,0,0,0,0,0,0
6118,Moings,5,4,1,0,0,0,0,0,0,0
6119,Mons,16,14,2,0,0,0,0,0,0,0
6120,Montendre,263,163,69,14,4,12,1,0,0,0
6121,Montguyon,152,90,41,7,5,8,1,0,0,0
6122,Montils,41,30,7,2,2,0,0,0,0,0
6123,Montlieu-la-Garde,77,54,17,2,3,1,0,0,0,0
6124,Montpellier-de-Médillan,53,44,7,0,2,0,0,0,0,0
6125,Montroy,28,24,2,1,0,1,0,0,0,0
6126,Moragne,19,14,2,1,1,1,0,0,0,0
6127,Mornac-sur-Seudre,69,58,9,0,2,0,0,0,0,0
6128,Mortagne-sur-Gironde,78,63,13,1,1,0,0,0,0,0
6129,Mortiers,10,10,0,0,0,0,0,0,0,0
6130,Mosnac,29,21,6,1,1,0,0,0,0,0
6131,Le Mung,21,18,3,0,0,0,0,0,0,0
6132,Muron,62,49,11,0,2,0,0,0,0,0
6133,Nachamps,2,2,0,0,0,0,0,0,0,0
6134,Nancras,32,27,5,0,0,0,0,0,0,0
6135,Nantillé,17,16,1,0,0,0,0,0,0,0
6136,Néré,51,34,14,0,1,1,1,0,0,0
6137,Neuillac,14,11,2,1,0,0,0,0,0,0
6138,Neulles,3,3,0,0,0,0,0,0,0,0
6139,Neuvicq,13,8,5,0,0,0,0,0,0,0
6140,Neuvicq-le-Château,20,18,1,1,0,0,0,0,0,0
6141,Nieul-lès-Saintes,51,38,13,0,0,0,0,0,0,0
6142,Nieul-le-Virouil,25,23,2,0,0,0,0,0,0,0
6143,Nieul-sur-Mer,264,198,47,8,6,5,0,0,0,0
6144,Nieulle-sur-Seudre,44,30,12,1,0,1,0,0,0,0
6145,Les Nouillers,27,19,7,1,0,0,0,0,0,0
6146,Nuaillé-d'Aunis,51,42,8,1,0,0,0,0,0,0
6147,Nuaillé-sur-Boutonne,8,6,1,0,1,0,0,0,0,0
6148,Orignolles,30,21,3,2,0,2,1,1,0,0
6149,Ozillac,22,13,8,0,1,0,0,0,0,0
6150,Paillé,19,15,1,2,1,0,0,0,0,0
6151,Péré,10,10,0,0,0,0,0,0,0,0
6152,Pérignac,63,47,12,1,2,1,0,0,0,0
6153,Périgny,711,401,148,56,39,42,14,8,2,1
6154,Pessines,39,28,8,1,1,1,0,0,0,0
6155,Le Pin,1,1,0,0,0,0,0,0,0,0
6156,Saint-Denis-du-Pin,35,28,7,0,0,0,0,0,0,0
6157,Pisany,38,29,6,1,2,0,0,0,0,0
6158,Plassac,33,22,8,1,1,1,0,0,0,0
6159,Plassay,34,27,7,0,0,0,0,0,0,0
6160,Polignac,4,4,0,0,0,0,0,0,0,0
6161,Pommiers-Moulons,16,14,2,0,0,0,0,0,0,0
6162,Pons,374,199,114,24,18,14,3,1,1,0
6163,Pont-l'Abbé-d'Arnoult,170,105,45,15,2,3,0,0,0,0
6164,Port-d'Envaux,53,34,17,0,1,1,0,0,0,0
6165,Les Portes-en-Ré,145,120,22,3,0,0,0,0,0,0
6166,Pouillac,13,11,2,0,0,0,0,0,0,0
6167,Poursay-Garnaud,15,9,4,1,0,1,0,0,0,0
6168,Préguillac,14,8,5,0,1,0,0,0,0,0
6169,Prignac,14,9,2,2,1,0,0,0,0,0
6170,Puilboreau,582,308,156,55,34,18,7,1,3,0
6171,Puy-du-Lac,12,9,1,2,0,0,0,0,0,0
6172,Puyravault,19,15,4,0,0,0,0,0,0,0
6173,Puyrolland,14,12,2,0,0,0,0,0,0,0
6174,Réaux,29,18,10,0,1,0,0,0,0,0
6175,Rétaud,56,43,12,0,0,1,0,0,0,0
6176,Rivedoux-Plage,267,199,59,6,3,0,0,0,0,0
6177,Rioux,40,30,9,1,0,0,0,0,0,0
6178,Rochefort,2015,1244,533,103,65,40,20,7,2,1
6179,La Rochelle,7305,4741,1804,347,234,127,35,12,5,0
6180,Romazières,1,1,0,0,0,0,0,0,0,0
6181,Romegoux,28,25,3,0,0,0,0,0,0,0
6182,La Ronde,61,49,11,1,0,0,0,0,0,0
6183,Rouffiac,15,11,3,1,0,0,0,0,0,0
6184,Rouffignac,18,16,2,0,0,0,0,0,0,0
6185,Royan,2254,1399,647,108,54,36,7,1,2,0
6186,Sablonceaux,79,61,13,2,2,1,0,0,0,0
6187,Saint-Agnant,117,77,31,5,3,0,1,0,0,0
6188,Saint-Aigulin,101,69,21,5,5,1,0,0,0,0
6189,Saint-André-de-Lidon,53,35,15,2,1,0,0,0,0,0
6190,Saint-Augustin,79,63,14,0,0,1,1,0,0,0
6191,Saint-Bonnet-sur-Gironde,41,32,6,0,2,0,1,0,0,0
6192,Saint-Bris-des-Bois,23,18,4,1,0,0,0,0,0,0
6193,Saint-Césaire,34,26,6,0,2,0,0,0,0,0
6194,Saint-Christophe,64,44,18,1,0,1,0,0,0,0
6195,Saint-Ciers-Champagne,20,11,6,1,2,0,0,0,0,0
6196,Saint-Ciers-du-Taillon,28,21,7,0,0,0,0,0,0,0
6197,Saint-Clément-des-Baleines,91,66,21,3,1,0,0,0,0,0
6198,Sainte-Colombe,6,5,1,0,0,0,0,0,0,0
6199,Saint-Coutant-le-Grand,16,13,2,1,0,0,0,0,0,0
6200,Saint-Crépin,15,12,3,0,0,0,0,0,0,0
6201,Saint-Cyr-du-Doret,29,23,5,0,0,0,1,0,0,0
6202,Saint-Denis-d'Oléron,170,135,31,2,1,1,0,0,0,0
6203,Saint-Dizant-du-Bois,7,7,0,0,0,0,0,0,0,0
6204,Saint-Dizant-du-Gua,35,26,5,3,0,1,0,0,0,0
6205,Saint-Eugène,14,11,1,1,1,0,0,0,0,0
6206,Saint-Félix,20,18,0,2,0,0,0,0,0,0
6207,Saint-Fort-sur-Gironde,74,59,13,1,0,1,0,0,0,0
6208,Saint-Froult,8,6,2,0,0,0,0,0,0,0
6209,Sainte-Gemme,62,42,19,0,1,0,0,0,0,0
6210,Saint-Genis-de-Saintonge,98,58,26,8,4,1,1,0,0,0
6211,Saint-Georges-Antignac,23,17,5,0,0,1,0,0,0,0
6212,Saint-Georges-de-Didonne,483,363,91,12,5,7,4,1,0,0
6213,Saint-Georges-de-Longuepierr,4,4,0,0,0,0,0,0,0,0
6214,Saint-Georges-des-Agoûts,15,13,2,0,0,0,0,0,0,0
6215,Saint-Georges-des-Coteaux,213,113,65,18,9,6,1,0,1,0
6216,Saint-Georges-d'Oléron,350,266,72,11,1,0,0,0,0,0
6217,Saint-Georges-du-Bois,80,61,15,1,1,1,1,0,0,0
6218,Saint-Germain-de-Lusignan,58,35,15,2,1,5,0,0,0,0
6219,Saint-Germain-de-Marencennes,65,51,9,2,2,0,1,0,0,0
6220,Saint-Germain-de-Vibrac,6,6,0,0,0,0,0,0,0,0
6221,Saint-Germain-du-Seudre,14,10,4,0,0,0,0,0,0,0
6222,Saint-Grégoire-d'Ardennes,2,2,0,0,0,0,0,0,0,0
6223,Saint-Hilaire-de-Villefranch,69,46,15,4,3,0,1,0,0,0
6224,Saint-Hilaire-du-Bois,16,10,5,1,0,0,0,0,0,0
6225,Saint-Hippolyte,46,35,10,1,0,0,0,0,0,0
6226,Saint-Jean-d'Angély,668,399,175,40,34,11,6,2,1,0
6227,Saint-Jean-d'Angle,24,17,5,1,0,1,0,0,0,0
6228,Saint-Jean-de-Liversay,122,105,12,2,2,1,0,0,0,0
6229,Saint-Julien-de-l'Escap,33,26,6,0,0,1,0,0,0,0
6230,Saint-Just-Luzac,122,95,24,2,0,1,0,0,0,0
6231,Saint-Laurent-de-la-Barrière,9,7,2,0,0,0,0,0,0,0
6232,Saint-Laurent-de-la-Prée,113,84,21,5,2,1,0,0,0,0
6233,Saint-Léger,32,26,4,0,1,1,0,0,0,0
6234,Sainte-Lheurine,22,14,8,0,0,0,0,0,0,0
6235,Saint-Loup,15,14,1,0,0,0,0,0,0,0
6236,Saint-Maigrin,37,29,8,0,0,0,0,0,0,0
6237,Saint-Mandé-sur-Brédoire,18,12,4,2,0,0,0,0,0,0
6238,Saint-Mard,54,42,11,1,0,0,0,0,0,0
6239,Sainte-Marie-de-Ré,318,247,57,8,3,2,1,0,0,0
6240,Saint-Martial,5,4,1,0,0,0,0,0,0,0
6241,Saint-Martial-de-Mirambeau,12,7,4,1,0,0,0,0,0,0
6242,Saint-Martial-de-Vitaterne,13,6,5,0,2,0,0,0,0,0
6243,Saint-Martial-sur-Né,17,12,3,1,1,0,0,0,0,0
6244,Saint-Martin-d'Ary,32,20,8,1,1,2,0,0,0,0
6245,Saint-Martin-de-Coux,19,17,2,0,0,0,0,0,0,0
6246,Saint-Martin-de-Juillers,7,7,0,0,0,0,0,0,0,0
6247,Saint-Martin-de-Ré,464,296,135,15,11,6,1,0,0,0
6248,Saint-Maurice-de-Tavernole,8,8,0,0,0,0,0,0,0,0
6249,Saint-Médard,0,0,0,0,0,0,0,0,0,0
6250,Saint-Médard-d'Aunis,164,109,44,9,2,0,0,0,0,0
6251,Sainte-Même,14,9,4,1,0,0,0,0,0,0
6252,Saint-Nazaire-sur-Charente,49,37,11,1,0,0,0,0,0,0
6253,Saint-Ouen-d'Aunis,52,40,11,1,0,0,0,0,0,0
6254,Saint-Ouen-la-Thène,6,4,1,0,1,0,0,0,0,0
6255,Saint-Palais-de-Négrignac,20,13,4,2,1,0,0,0,0,0
6256,Saint-Palais-de-Phiolin,10,9,1,0,0,0,0,0,0,0
6257,Saint-Palais-sur-Mer,386,285,84,11,4,2,0,0,0,0
6258,Saint-Pardoult,6,4,2,0,0,0,0,0,0,0
6259,Saint-Pierre-d'Amilly,36,28,6,2,0,0,0,0,0,0
6260,Saint-Pierre-de-Juillers,15,13,1,0,1,0,0,0,0,0
6261,Saint-Pierre-de-l'Isle,9,7,0,1,0,1,0,0,0,0
6262,Saint-Pierre-d'Oléron,839,553,227,36,12,8,2,1,0,0
6263,Saint-Pierre-du-Palais,19,13,5,0,1,0,0,0,0,0
6264,Saint-Porchaire,97,61,25,3,4,4,0,0,0,0
6265,Saint-Quantin-de-Rançanne,6,4,2,0,0,0,0,0,0,0
6266,Sainte-Radegonde,26,24,2,0,0,0,0,0,0,0
6267,Sainte-Ramée,3,3,0,0,0,0,0,0,0,0
6268,Saint-Rogatien,81,64,16,0,1,0,0,0,0,0
6269,Saint-Romain-sur-Gironde,0,0,0,0,0,0,0,0,0,0
6270,Saint-Romain-de-Benet,81,65,14,1,0,1,0,0,0,0
6271,Saint-Saturnin-du-Bois,35,29,4,0,1,1,0,0,0,0
6272,Saint-Sauvant,32,19,10,2,0,1,0,0,0,0
6273,Saint-Sauveur-d'Aunis,118,79,31,5,1,2,0,0,0,0
6274,Saint-Savinien,159,110,40,6,1,2,0,0,0,0
6275,Saint-Seurin-de-Palenne,7,5,1,1,0,0,0,0,0,0
6276,Saint-Sever-de-Saintonge,36,25,9,1,1,0,0,0,0,0
6277,Saint-Séverin-sur-Boutonne,6,6,0,0,0,0,0,0,0,0
6278,Saint-Sigismond-de-Clermont,7,6,1,0,0,0,0,0,0,0
6279,Saint-Simon-de-Bordes,16,10,4,1,0,1,0,0,0,0
6280,Saint-Simon-de-Pellouaille,27,22,3,1,1,0,0,0,0,0
6281,Saint-Sorlin-de-Conac,13,10,2,0,1,0,0,0,0,0
6282,Saint-Sornin,24,18,4,2,0,0,0,0,0,0
6283,Sainte-Soulle,206,158,33,5,5,1,4,0,0,0
6284,Saint-Sulpice-d'Arnoult,26,17,9,0,0,0,0,0,0,0
6285,Saint-Sulpice-de-Royan,251,166,61,14,7,3,0,0,0,0
6286,Saint-Thomas-de-Conac,26,21,4,1,0,0,0,0,0,0
6287,Saint-Trojan-les-Bains,143,105,33,3,1,0,1,0,0,0
6288,Saint-Vaize,21,18,0,2,0,1,0,0,0,0
6289,Saint-Vivien,79,58,11,4,3,3,0,0,0,0
6290,Saint-Xandre,185,143,39,1,1,1,0,0,0,0
6291,Saintes,2286,1328,638,134,94,58,21,7,5,1
6292,Saleignes,2,0,0,1,1,0,0,0,0,0
6293,Salignac-de-Mirambeau,8,8,0,0,0,0,0,0,0,0
6294,Salignac-sur-Charente,21,16,3,0,2,0,0,0,0,0
6295,Salles-sur-Mer,114,79,25,3,5,2,0,0,0,0
6296,Saujon,547,366,133,15,21,9,3,0,0,0
6297,Seigné,1,1,0,0,0,0,0,0,0,0
6298,Semillac,2,2,0,0,0,0,0,0,0,0
6299,Semoussac,9,9,0,0,0,0,0,0,0,0
6300,Semussac,116,85,26,2,3,0,0,0,0,0
6301,Le Seure,7,5,1,0,1,0,0,0,0,0
6302,Siecq,17,12,5,0,0,0,0,0,0,0
6303,Sonnac,28,21,6,0,1,0,0,0,0,0
6304,Soubise,104,74,24,2,1,3,0,0,0,0
6305,Soubran,19,14,3,1,1,0,0,0,0,0
6306,Soulignonne,29,19,7,3,0,0,0,0,0,0
6307,Souméras,15,11,3,0,1,0,0,0,0,0
6308,Sousmoulins,8,7,1,0,0,0,0,0,0,0
6309,Surgères,529,313,139,30,19,21,5,2,0,0
6310,Taillant,9,8,1,0,0,0,0,0,0,0
6311,Taillebourg,47,35,11,1,0,0,0,0,0,0
6312,Talmont-sur-Gironde,38,33,5,0,0,0,0,0,0,0
6313,Tanzac,14,10,3,1,0,0,0,0,0,0
6314,Taugon,29,26,3,0,0,0,0,0,0,0
6315,Ternant,15,12,2,1,0,0,0,0,0,0
6316,Tesson,48,38,7,3,0,0,0,0,0,0
6317,Thaims,10,9,1,0,0,0,0,0,0,0
6318,Thairé,60,44,14,2,0,0,0,0,0,0
6319,Thénac,80,60,17,1,1,1,0,0,0,0
6320,Thézac,18,11,6,1,0,0,0,0,0,0
6321,Thors,16,8,6,2,0,0,0,0,0,0
6322,Le Thou,102,81,14,4,1,2,0,0,0,0
6323,Tonnay-Boutonne,71,41,24,1,2,3,0,0,0,0
6324,Tonnay-Charente,472,304,106,24,29,6,2,1,0,0
6325,Torxé,4,4,0,0,0,0,0,0,0,0
6326,Les Touches-de-Périgny,20,13,3,3,0,1,0,0,0,0
6327,La Tremblade,500,342,124,18,7,9,0,0,0,0
6328,Trizay,52,37,11,2,1,1,0,0,0,0
6329,Tugéras-Saint-Maurice,10,10,0,0,0,0,0,0,0,0
6330,La Vallée,41,24,15,1,1,0,0,0,0,0
6331,Vandré,27,20,4,1,1,0,1,0,0,0
6332,Vanzac,9,8,1,0,0,0,0,0,0,0
6333,Varaize,23,16,4,2,0,1,0,0,0,0
6334,Varzay,29,22,7,0,0,0,0,0,0,0
6335,Vaux-sur-Mer,380,242,108,17,11,0,1,1,0,0
6336,Vénérand,20,15,3,0,1,1,0,0,0,0
6337,Vergeroux,45,34,7,0,4,0,0,0,0,0
6338,Vergné,8,5,3,0,0,0,0,0,0,0
6339,La Vergne,44,25,11,1,3,4,0,0,0,0
6340,Vérines,93,79,12,2,0,0,0,0,0,0
6341,Vervant,8,3,4,1,0,0,0,0,0,0
6342,Vibrac,3,2,0,1,0,0,0,0,0,0
6343,Villars-en-Pons,26,22,3,0,1,0,0,0,0,0
6344,Villars-les-Bois,13,13,0,0,0,0,0,0,0,0
6345,La Villedieu,9,8,1,0,0,0,0,0,0,0
6346,Villedoux,70,59,10,0,1,0,0,0,0,0
6347,Villemorin,2,1,0,1,0,0,0,0,0,0
6348,Villeneuve-la-Comtesse,48,42,6,0,0,0,0,0,0,0
6349,Villexavier,14,8,4,0,1,1,0,0,0,0
6350,Villiers-Couture,8,4,1,2,0,0,1,0,0,0
6351,Vinax,3,3,0,0,0,0,0,0,0,0
6352,Virollet,7,7,0,0,0,0,0,0,0,0
6353,Virson,26,20,6,0,0,0,0,0,0,0
6354,Voissay,4,4,0,0,0,0,0,0,0,0
6355,Vouhé,31,25,5,0,1,0,0,0,0,0
6356,Yves,81,62,15,1,2,1,0,0,0,0
6357,Port-des-Barques,81,69,12,0,0,0,0,0,0,0
6358,Le Grand-Village-Plage,78,59,17,1,1,0,0,0,0,0
6359,La Brée-les-Bains,83,65,17,1,0,0,0,0,0,0
6360,Achères,19,17,2,0,0,0,0,0,0,0
6361,Ainay-le-Vieil,4,2,2,0,0,0,0,0,0,0
6362,Les Aix-d'Angillon,104,62,28,4,6,4,0,0,0,0
6363,Allogny,44,33,9,2,0,0,0,0,0,0
6364,Allouis,31,26,3,1,0,1,0,0,0,0
6365,Annoix,8,6,2,0,0,0,0,0,0,0
6366,Apremont-sur-Allier,7,6,1,0,0,0,0,0,0,0
6367,Arçay,22,19,3,0,0,0,0,0,0,0
6368,Arcomps,19,13,5,0,1,0,0,0,0,0
6369,Ardenais,7,4,1,1,1,0,0,0,0,0
6370,Argent-sur-Sauldre,126,68,44,3,5,5,0,0,1,0
6371,Argenvières,17,9,6,0,1,1,0,0,0,0
6372,Arpheuilles,9,8,1,0,0,0,0,0,0,0
6373,Assigny,13,11,1,0,1,0,0,0,0,0
6374,Aubigny-sur-Nère,339,187,113,16,12,8,0,1,1,1
6375,Aubinges,18,13,5,0,0,0,0,0,0,0
6376,Augy-sur-Aubois,11,10,1,0,0,0,0,0,0,0
6377,Avord,99,64,24,5,2,4,0,0,0,0
6378,Azy,26,23,2,0,1,0,0,0,0,0
6379,Bannay,32,23,7,1,1,0,0,0,0,0
6380,Bannegon,21,16,5,0,0,0,0,0,0,0
6381,Barlieu,24,22,2,0,0,0,0,0,0,0
6382,Baugy,111,74,25,5,5,1,1,0,0,0
6383,Beddes,7,5,2,0,0,0,0,0,0,0
6384,Beffes,22,19,2,0,0,0,0,1,0,0
6385,Belleville-sur-Loire,55,35,11,5,2,1,0,0,0,1
6386,Bengy-sur-Craon,26,20,4,1,0,1,0,0,0,0
6387,Berry-Bouy,38,24,10,3,1,0,0,0,0,0
6388,Bessais-le-Fromental,15,10,5,0,0,0,0,0,0,0
6389,Blancafort,44,34,7,1,1,0,0,1,0,0
6390,Blet,34,26,6,1,1,0,0,0,0,0
6391,Boulleret,51,31,14,3,2,1,0,0,0,0
6392,Bourges,4063,2393,1112,217,182,98,36,14,10,1
6393,Bouzais,10,10,0,0,0,0,0,0,0,0
6394,Brécy,28,21,6,0,1,0,0,0,0,0
6395,Brinay,31,21,8,2,0,0,0,0,0,0
6396,Brinon-sur-Sauldre,77,47,25,2,2,0,1,0,0,0
6397,Bruère-Allichamps,28,17,7,1,2,0,1,0,0,0
6398,Bué,25,17,3,2,2,1,0,0,0,0
6399,Bussy,15,8,7,0,0,0,0,0,0,0
6400,La Celette,9,7,2,0,0,0,0,0,0,0
6401,La Celle,14,10,4,0,0,0,0,0,0,0
6402,La Celle-Condé,5,5,0,0,0,0,0,0,0,0
6403,Cerbois,12,10,2,0,0,0,0,0,0,0
6404,Chalivoy-Milon,18,14,2,0,2,0,0,0,0,0
6405,Chambon,5,5,0,0,0,0,0,0,0,0
6406,La Chapelle-d'Angillon,45,30,10,3,1,0,1,0,0,0
6407,La Chapelle-Hugon,15,15,0,0,0,0,0,0,0,0
6408,La Chapelle-Montlinard,23,19,3,0,1,0,0,0,0,0
6409,La Chapelle-Saint-Ursin,133,64,36,13,10,5,1,3,1,0
6410,La Chapelotte,4,4,0,0,0,0,0,0,0,0
6411,Charenton-du-Cher,66,46,18,1,0,1,0,0,0,0
6412,Charentonnay,11,10,1,0,0,0,0,0,0,0
6413,Charly,13,10,3,0,0,0,0,0,0,0
6414,Chârost,35,24,9,1,0,0,1,0,0,0
6415,Chassy,11,9,2,0,0,0,0,0,0,0
6416,Châteaumeillant,138,86,41,7,3,1,0,0,0,0
6417,Châteauneuf-sur-Cher,84,54,18,6,0,5,1,0,0,0
6418,Le Châtelet,58,39,17,0,2,0,0,0,0,0
6419,Chaumont,1,1,0,0,0,0,0,0,0,0
6420,Chaumoux-Marcilly,3,3,0,0,0,0,0,0,0,0
6421,Le Chautay,10,9,1,0,0,0,0,0,0,0
6422,Chavannes,11,9,2,0,0,0,0,0,0,0
6423,Chéry,8,8,0,0,0,0,0,0,0,0
6424,Chezal-Benoît,21,14,6,0,1,0,0,0,0,0
6425,Civray,27,23,4,0,0,0,0,0,0,0
6426,Clémont,40,32,6,0,1,1,0,0,0,0
6427,Cogny,4,4,0,0,0,0,0,0,0,0
6428,Colombiers,14,11,1,1,1,0,0,0,0,0
6429,Concressault,7,6,1,0,0,0,0,0,0,0
6430,Contres,0,0,0,0,0,0,0,0,0,0
6431,Cornusse,10,8,2,0,0,0,0,0,0,0
6432,Corquoy,12,11,0,1,0,0,0,0,0,0
6433,Couargues,7,5,1,1,0,0,0,0,0,0
6434,Cours-les-Barres,28,19,5,4,0,0,0,0,0,0
6435,Coust,17,12,5,0,0,0,0,0,0,0
6436,Couy,13,13,0,0,0,0,0,0,0,0
6437,Crézançay-sur-Cher,2,1,1,0,0,0,0,0,0,0
6438,Crézancy-en-Sancerre,40,31,5,1,2,1,0,0,0,0
6439,Croisy,6,6,0,0,0,0,0,0,0,0
6440,Crosses,13,11,2,0,0,0,0,0,0,0
6441,Cuffy,41,30,11,0,0,0,0,0,0,0
6442,Culan,66,40,24,1,1,0,0,0,0,0
6443,Dampierre-en-Crot,6,5,1,0,0,0,0,0,0,0
6444,Dampierre-en-Graçay,2,2,0,0,0,0,0,0,0,0
6445,Drevant,17,13,2,1,0,0,1,0,0,0
6446,Dun-sur-Auron,190,114,61,5,6,4,0,0,0,0
6447,Ennordres,11,9,2,0,0,0,0,0,0,0
6448,Épineuil-le-Fleuriel,30,23,5,2,0,0,0,0,0,0
6449,Étréchy,18,12,4,2,0,0,0,0,0,0
6450,Farges-Allichamps,13,11,0,0,1,1,0,0,0,0
6451,Farges-en-Septaine,26,23,3,0,0,0,0,0,0,0
6452,Faverdines,7,5,1,1,0,0,0,0,0,0
6453,Feux,21,19,2,0,0,0,0,0,0,0
6454,Flavigny,10,9,1,0,0,0,0,0,0,0
6455,Foëcy,85,58,15,4,5,2,1,0,0,0
6456,Fussy,89,57,19,6,2,4,0,1,0,0
6457,Gardefort,8,7,0,1,0,0,0,0,0,0
6458,Garigny,8,6,2,0,0,0,0,0,0,0
6459,Genouilly,29,20,8,0,1,0,0,0,0,0
6460,Germigny-l'Exempt,21,18,3,0,0,0,0,0,0,0
6461,Givardon,10,10,0,0,0,0,0,0,0,0
6462,Graçay,73,47,18,5,2,1,0,0,0,0
6463,Groises,5,3,2,0,0,0,0,0,0,0
6464,Gron,17,14,3,0,0,0,0,0,0,0
6465,Grossouvre,15,11,3,0,0,1,0,0,0,0
6466,La Groutte,4,4,0,0,0,0,0,0,0,0
6467,La Guerche-sur-l'Aubois,140,78,47,9,2,2,1,1,0,0
6468,Henrichemont,151,107,33,2,6,3,0,0,0,0
6469,Herry,33,25,7,1,0,0,0,0,0,0
6470,Humbligny,13,10,3,0,0,0,0,0,0,0
6471,Ids-Saint-Roch,14,12,1,0,1,0,0,0,0,0
6472,Ignol,6,5,1,0,0,0,0,0,0,0
6473,Ineuil,13,10,2,0,0,0,1,0,0,0
6474,Ivoy-le-Pré,39,36,3,0,0,0,0,0,0,0
6475,Jalognes,9,6,2,1,0,0,0,0,0,0
6476,Jars,34,29,5,0,0,0,0,0,0,0
6477,Jouet-sur-l'Aubois,71,44,19,4,3,1,0,0,0,0
6478,Jussy-Champagne,5,5,0,0,0,0,0,0,0,0
6479,Jussy-le-Chaudrier,15,12,3,0,0,0,0,0,0,0
6480,Lantan,4,2,1,0,1,0,0,0,0,0
6481,Lapan,14,12,2,0,0,0,0,0,0,0
6482,Laverdines,1,1,0,0,0,0,0,0,0,0
6483,Lazenay,21,18,3,0,0,0,0,0,0,0
6484,Léré,57,34,15,2,5,1,0,0,0,0
6485,Levet,66,44,16,2,1,2,0,0,1,0
6486,Lignières,90,51,28,7,3,1,0,0,0,0
6487,Limeux,7,6,1,0,0,0,0,0,0,0
6488,Lissay-Lochy,9,7,2,0,0,0,0,0,0,0
6489,Loye-sur-Arnon,15,10,4,1,0,0,0,0,0,0
6490,Lugny-Bourbonnais,1,1,0,0,0,0,0,0,0,0
6491,Lugny-Champagne,6,3,1,1,1,0,0,0,0,0
6492,Lunery,58,46,8,0,2,0,0,2,0,0
6493,Lury-sur-Arnon,43,28,11,2,2,0,0,0,0,0
6494,Maisonnais,17,10,7,0,0,0,0,0,0,0
6495,Marçais,18,17,1,0,0,0,0,0,0,0
6496,Mareuil-sur-Arnon,26,20,6,0,0,0,0,0,0,0
